Scenario,Thought,Distortion Type,label
"Bạn là một bác sĩ, bệnh nhân đến gây rối.","Bệnh nhân chắc chắn ghét tôi đến chết, họ chắc chắn muốn giết tôi để trả thù.",Mind Reading,1
Bạn đột nhiên phát hiện nhà mình bị trộm.,"Tôi cảm thấy đau lòng, tại sao thế giới này lại bất công với gia đình tôi như vậy, ông trời có mù không?",Emotional Reasoning,1
Người yêu của bạn đã qua đời bất ngờ một thời gian trước.,"Tôi biết, mặc dù anh ấy đã rời xa tôi về mặt thể xác, nhưng anh ấy chắc chắn muốn tôi sống thật tốt. Tôi càng phải mang phần của anh ấy, giữ gìn sức khỏe thật tốt, sống thật tốt.",Non-distorted,0
"Công ty cũ của bạn hoạt động không tốt và phá sản, nên bạn đã thất nghiệp nửa năm.","Dù tôi đi đến đâu, dường như luôn có rắc rối chờ đợi tôi, tôi không biết đây có phải là văn hóa công ty không, tôi cảm thấy khó chịu đựng được.",Overgeneralization,1
"Bạn cùng phòng trò chuyện với bạn, bạn không đồng ý với quan điểm của cô ấy.","Chuyện này sao bạn lại có thể nghĩ như vậy chứ, suy nghĩ đó thật ích kỷ và lạnh lùng, hóa ra bạn là người như vậy, tôi đã nhìn lầm bạn rồi.",Labeling and Mislabeling,1
"Là một luật sư, bạn đã thua kiện.","Tôi đã phụ lòng mong đợi của khách hàng, tôi là một luật sư thất bại.",Labeling and Mislabeling,1
"Bạn làm việc rất vất vả, đồng nghiệp lại trực tiếp nhận công lao.","Tôi bị anh ta lừa rồi, sao anh ta lại như vậy chứ.",Non-distorted,0
Bạn phát hiện bạn cùng phòng dường như đang ngấm ngầm cạnh tranh với bạn.,"Cô ấy thật trẻ con, chắc là rảnh rỗi quá không có việc gì làm.",Non-distorted,0
"Gần đây bạn cảm thấy việc học hơi khó khăn, việc viết luận văn khiến bạn rất đau đầu, giáo viên đã tìm bạn nhiều lần vì luận văn.","Mỗi lần luận văn đều bị giáo viên phê bình, công việc như vậy sẽ không bao giờ giải quyết được.",Overgeneralization,1
Hôm nay bạn phát hiện xe đột nhiên không thể nổ máy.,"Thật buồn quá, tại sao thế giới này lại đối xử với chiếc xe của tôi như vậy, ông trời có mù không.",Emotional Reasoning,1
"Gần đây vừa được thăng chức, nhưng sợ khả năng của mình không đủ đảm nhiệm.","Những người khác sẽ không công nhận tôi, họ sẽ tố cáo tôi, tôi sẽ bị giáng chức.",Mind Reading,1
"Con gái bạn gần đây ra ngoài vào buổi tối, không về nhà, cũng không gọi điện cho bạn.","Tôi rất mạnh mẽ trong cuộc sống, việc con bé không về nhà mà không nói cho tôi biết cũng là chuyện bình thường.",Non-distorted,0
"Bạn được chẩn đoán mắc u não, rất hoang mang, cảm thấy rất sợ hãi.",Mắc bệnh này có gì khác với chết đâu? Thà chết quách đi còn hơn.,All-or-Nothing Thinking,1
Một thí nghiệm phức tạp đã hoàn thành nhưng dữ liệu không bình thường.,"Làm đi làm lại nhiều lần rồi, kết quả vẫn là chỗ đó có vấn đề, cái thí nghiệm phiền phức này làm mãi không xong.",Emotional Reasoning,1
Bạn phát hiện ra PPT mình đã làm rất vất vả mà không lưu lại.,"Nhanh chóng kiểm tra xem có thật sự chưa lưu không, xác nhận là thật sự đã mất rồi. Dù hôm nay huyết áp của tôi có lên đến 500 thì nó cũng không còn nữa, không quay lại được nữa, thà cứ nhanh chóng làm lại một bản khác đi, xem thử tốc độ làm lại sẽ nhanh hơn bao nhiêu, chắc một lát là xong thôi.",Non-distorted,0
Bạn phát hiện ra mình không phải là con ruột của bố mẹ.,"Không ai sẽ tốt với tôi, sẽ không bao giờ có bất kỳ điều tốt đẹp nào đến với tôi, tôi sẽ không bao giờ hạnh phúc.",Overgeneralization,1
"Đã hẹn cùng nhau đi chơi, nhưng bạn lại bị cho leo cây.","Anh ấy chắc chắn đã đi chơi với người khác rồi, là bạn trai của tôi, anh ấy chắc chắn đã phản bội tôi rồi, yêu đương quả nhiên rất đáng sợ, đàn ông không có một ai tốt cả.",Overgeneralization,1
"Bạn đặt khách sạn và được thông báo rằng khách sạn đã đầy, rõ ràng là bạn không đặt được phòng.","Tất cả là do tôi tự làm tự chịu, là vì tôi không đủ tiến bộ, nên cuộc sống mới khó khăn như vậy. Tôi đang tự trừng phạt mình, dường như tất cả vấn đề đều do một tay tôi gây ra.",Personalization,1
"Bạn và đồng nghiệp làm việc cùng nhau, bạn cảm thấy gánh nặng của mình nặng hơn, gánh nặng của họ nhẹ hơn.","Phân chia khối lượng công việc cũng không đều, công ty này chắc chắn sẽ sụp đổ.",Overgeneralization,1
"Bạn luôn nghĩ mình là nhân viên xuất sắc nhất công ty, nhưng bạn nghe thấy sếp không nghĩ như vậy.","Tất cả các lãnh đạo đều như nhau, chuyên tìm cơ hội để chèn ép những nhân viên nhỏ bé như chúng tôi, mục đích của họ là muốn chúng tôi sống không tốt!",Overgeneralization,1
"Có người bắt nạt bạn, nói bạn là người không quan trọng.","Người khác nói gì kệ họ, đừng quan tâm đến ý kiến của người khác, hãy là chính mình.",Non-distorted,0
"Gần đây sắp đến hạn giao dự án, sau giờ làm đầu óc bạn vẫn không ngừng nghĩ về công việc.","Hàng tá việc không bao giờ kết thúc, đi làm thật là đau khổ.",Labeling and Mislabeling,1
"Tết đến, trong bữa cơm tất niên, những người cùng thế hệ với bạn đều có tài năng biểu diễn, bạn chỉ có thể cắm đầu ăn.","Mỗi người có một sở trường riêng, điều này sẽ không ảnh hưởng đến tôi.",Non-distorted,0
Gần đây có tình trạng mất ngủ.,"Nếu không phải vì áp lực công việc quá lớn mỗi ngày, tôi cũng sẽ không phải thức trắng đêm, công việc khiến người ta đau khổ, không chỉ cướp đi thời gian ban ngày mà còn cướp đi giấc ngủ của con người.",Overgeneralization,1
"Con gái gần đây đi chơi đêm, không về nhà, cũng không gọi điện cho bạn.","Con gái đã lớn rồi, tôi tin con bé có thể tự chăm sóc bản thân.",Non-distorted,0
"Bạn tham gia câu lạc bộ nhưng không kết bạn được, không có người quen.","Tôi khao khát hòa nhập với họ nhưng không thể làm gì được, dù tôi làm gì cũng sẽ bị họ gạt ra ngoài.",Fortune-telling,1
"Người xung quanh đã kể bí mật bạn thích một bạn nam lớp bên cạnh cho người khác, và chuyện đó cũng đến tai bạn.","Tôi không xứng với anh ấy, tôi không xứng đáng được thích người khác, tôi không thể nhận được tình yêu thương từ người khác.",Overgeneralization,1
"Bạn thấy người khác cuối tuần đi chơi cùng nhau, nhưng không ai rủ bạn đi chơi.","Nhìn là biết họ chỉ chơi mấy trò board game nhàm chán, thật tầm thường, đừng có rủ tôi, tôi chẳng muốn đi chơi với họ đâu.",Non-distorted,0
Bạn phát hiện ra mình không phải là con ruột của bố mẹ.,"Không phải con ruột thì sao, ân nghĩa bố mẹ nuôi tôi bao nhiêu năm đâu phải huyết thống có thể cắt đứt được.",Non-distorted,0
"Hôm nay sếp phê bình bạn, nói bạn năng lực làm việc không đủ.","Tại sao những người khác làm việc sếp không phê bình mà lại chuyên phê bình tôi? Anh ta có ghét tôi không, có ý kiến gì với tôi không?",Mind Reading,1
"Hôm nay sếp phê bình bạn, nói bạn năng lực làm việc không đủ.","Rõ ràng đồng nghiệp của tôi và tôi làm việc giống nhau, tại sao anh ấy lại chỉ nói tôi, anh ấy chỉ muốn tăng cảm giác tội lỗi của tôi, sau đó bắt tôi làm việc không công cho anh ấy.",Mind Reading,1
"Bạn cảm thấy đôi khi giáo viên còn chưa đọc xong, bạn học của bạn đã biết câu trả lời đúng rồi.","Tôi thật ngốc, không như bạn học của tôi, cuộc đời tôi thật thất bại.",All-or-Nothing Thinking,1
"Gần đây công việc rất bận, con bạn bị bỏ bê, bạn cảm thấy thiếu sự đồng hành với con.","Từ ngày đầu tiên tôi đi làm ở công ty này, công việc chưa bao giờ ngơi nghỉ, tôi luôn bận rộn không có thời gian để ở bên con, tất cả là do công việc này đã chiếm quá nhiều thời gian của tôi.",Overgeneralization,1
Cuối tuần đeo khuyên tai ngoài trường bị giáo viên chủ nhiệm nhìn thấy.,"Giáo viên đều là những kẻ cổ hủ, không chịu được chúng tôi ăn mặc sành điệu.",Labeling and Mislabeling,1
"Đột nhiên bạn đi ra ngoài, phát hiện áo mình bị mặc ngược.","Người đi đường chắc chắn đều nghĩ tôi là một kẻ ngốc, trong lòng mọi người chắc chắn đang nghĩ tại sao người này lại ngốc nghếch như vậy, thật xấu hổ.",Mind Reading,1
"Ăn nhiều thức ăn calo cao, cân nặng vẫn không giảm được.","Tôi thật xấu xí, chỉ là một con lợn chết.",Labeling and Mislabeling,1
"Đi trên đường bạn cảm thấy đói, nhưng xung quanh không có một nhà hàng nào.","Vừa kết thúc một ngày làm việc, bây giờ tan làm mà ngay cả một bữa cơm nóng cũng không được ăn, cuộc sống như vậy rốt cuộc có ý nghĩa gì.",All-or-Nothing Thinking,1
"Bạn được chẩn đoán mắc bệnh u não, rất hoang mang, cảm thấy rất sợ hãi.","Một cái hố đen sâu thẳm, vô tận. Những ký ức và câu chuyện vô tận, nhưng hãy chấp nhận và vui vẻ bắt đầu lại với những hy vọng mới.",Emotional Reasoning,1
"Bạn đang ở công ty, Tiểu Trương vô tình làm cà phê bắn vào người bạn.","Tiểu Trương vô ý thôi, thôi bỏ đi, tự chịu xui xẻo vậy, lát nữa thay bộ quần áo khác.",Non-distorted,0
"Người xung quanh đã kể bí mật bạn thích một bạn nam lớp bên cạnh cho người khác, và chuyện đó cũng đến tai bạn.","Chuyện này chắc chắn đã lan truyền khắp nơi, anh ấy sẽ ghét tôi vì điều đó, thậm chí có thể công khai vạch rõ ranh giới với tôi.",Fortune-telling,1
"Người xung quanh đã kể bí mật bạn thích một bạn nam lớp bên cạnh cho người khác, và chuyện đó cũng đến tai bạn.",Ê ê?! Tôi thể hiện rõ ràng đến thế sao! Tôi rõ ràng đã giấu rất kỹ mà! Sao lại để người khác biết được?!,Non-distorted,0
"Bạn cảm thấy khả năng diễn đạt của mình rất kém, dễ nói sai.","Điều này thật là không tôn trọng người khác, dù tôi nói không hay, nhưng chế giễu tôi ở dưới cũng không tốt.",Non-distorted,0
Bạn và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn.,"Chuyện bé tí cũng làm ầm ĩ với tôi, phải đợi tôi chết anh ta mới chịu thôi sao?",Mind Reading,1
"Đã hẹn đi chơi cùng nhau, nhưng bạn lại bị cho leo cây.","Thôi được rồi, không đến chơi thì tôi tự đi dạo trung tâm mua sắm một mình, tiện thể muốn mua vài bộ quần áo.",Non-distorted,0
"Hôm nay sếp phê bình bạn, nói bạn năng lực làm việc không đủ.","Tiểu Trương, Tiểu Vương hôm nay cũng bị mắng giống tôi, không chỉ riêng mình tôi.",Non-distorted,0
"Gần đây công việc rất bận rộn, cấp trên gây áp lực rất lớn cho bạn, nhưng các đồng nghiệp xung quanh dường như không có gì bất thường.","Chỉ gây áp lực cho một mình tôi, xong rồi xong rồi, sắp bị công ty đuổi việc rồi.",Fortune-telling,1
"Ông chủ quyết định giảm lương của tất cả nhân viên, bạn cảm thấy rất buồn.","Hiệu quả công ty gần đây không tốt, ông chủ cũng có khó khăn riêng của mình.",Non-distorted,0
Bạn đột nhiên phát hiện nhà mình bị trộm.,"Tại sao tất cả những điều bất hạnh đều tìm đến tôi, cứ như thể tôi sinh ra đã phải gánh chịu tất cả những điều xui xẻo vậy, tôi cũng chỉ muốn có một cuộc sống bình thường.",Overgeneralization,1
"Rất không may, bạn gần đây cảm thấy rất khó chịu, vẫn chưa tìm ra bệnh cụ thể.","Tim đau vô cớ, nửa đêm cũng không ngủ được, tôi chỉ muốn chết quách đi, đi bệnh viện khám cũng chẳng có tác dụng gì!",Emotional Reasoning,1
